room,hall,bathroom,size,floor,subway_distance,attention,visit,unit_price,price
1,1,1,57.53,18,470,3,6,83435,480
3,1,2,129.06,6,971,3,1,32543,420
2,1,1,68.72,16,625,2,5,52386,360
2,1,1,86.06,18,447,3,1,50895,438
2,1,1,67.8,6,367,2,4,92920,630
1,1,1,39.77,6,832,4,1,105356,419
1,1,1,46.44,6,602,2,4,79457,369
2,1,1,71.09,6,773,4,5,36573,260
2,1,1,57.15,6,556,1,1,55993,320
1,0,1,57.25,24,487,0,6,80349,460
3,1,1,69.79,4,461,4,7,38687,270
4,2,3,211.84,17,1272,0,2,44845,950
2,0,1,43.02,5,910,7,8,49977,215
1,1,1,48.33,16,861,1,6,105525,510
3,1,1,115.92,6,409,2,1,58661,680
1,1,1,74.59,28,1308,1,5,46655,348
2,2,1,91.22,19,627,3,3,71037,648
1,1,1,47.12,12,975,6,2,57301,270
2,1,1,81.97,6,609,3,2,103696,850
3,2,2,126.99,21,,2,3,57091,725
2,1,1,58.09,18,842,13,2,49406,287
3,2,2,144.69,26,1329,0,2,78098,1130
2,2,2,116.26,13,1406,1,2,43867,510
2,1,1,61.73,6,1340,1,3,51839,320
2,1,1,63.01,18,449,1,7,80146,505
1,1,1,64.08,6,,1,4,39326,252
2,1,1,59.52,6,590,5,3,59644,355
2,1,1,91.03,12,751,1,2,48336,440
1,1,2,52.79,19,684,3,8,87138,460
3,1,1,109.17,18,1018,2,7,52212,570
2,1,1,75.24,6,549,8,7,50505,380
2,1,1,101.79,16,1119,2,4,51086,520
2,1,1,82.2,6,,1,1,37713,310
2,1,1,85.67,6,,3,5,34434,295
1,1,1,61.02,14,931,0,1,77024,470
2,1,1,43.98,4,860,1,4,96635,425
2,1,1,76.72,6,853,2,5,50834,390
2,2,1,105.55,26,1028,0,3,64424,680
2,1,1,55.72,7,594,0,6,76274,425
1,1,1,56.64,7,1327,5,4,60028,340
1,0,1,57.75,24,487,1,3,79654,460
1,1,1,45.99,3,609,3,6,88932,409
3,2,2,143.09,13,434,0,8,34174,489
3,1,1,113.29,18,639,1,4,49254,558
2,1,1,99.26,24,322,1,4,44832,445
2,1,1,66,11,829,2,4,81818,540
2,1,1,77.08,20,966,4,8,50856,392
1,1,1,49.33,12,357,1,6,89195,440
1,1,2,31.76,12,530,4,3,135390,430
1,1,1,55.88,6,742,3,3,51718,289
1,1,1,52.47,6,681,3,2,44787,235
3,1,1,97.5,14,287,1,1,56410,550
1,1,1,49.56,6,,8,4,43987,218
2,2,1,95.71,22,1462,2,1,54331,520
2,1,1,66.88,30,541,6,2,62051,415
3,1,1,79.84,18,587,2,6,53858,430
3,2,2,139.73,11,694,0,2,99979,1397
2,1,1,62.65,12,706,0,3,103751,650
2,1,1,47.72,7,,1,4,88013,420
2,1,1,41.8,14,374,9,8,114833,480
2,1,1,93.66,23,,2,4,51783,485
2,1,1,70.27,7,771,5,6,50946,358
3,1,1,78.67,6,741,3,6,90886,715
1,1,1,44.66,6,587,5,8,61576,275
3,1,1,67.6,16,1314,3,2,93195,630
2,2,2,141.08,24,665,2,1,65920,930
2,1,1,116.76,21,746,0,1,57811,675
1,1,1,47.2,11,570,1,3,92161,435
2,1,1,60.26,5,1227,2,4,53103,320
2,2,1,113.38,24,,0,4,59975,680
2,1,1,88.2,10,,0,2,47166,416
2,1,1,57.3,6,,12,3,40140,230
2,1,1,57.26,6,920,3,4,54139,310
2,1,1,55.9,6,620,2,5,101968,570
1,1,1,63.74,15,330,8,5,70599,450
2,1,1,81.08,14,720,1,3,54144,439
2,1,1,74.07,26,621,0,4,65479,485
2,1,1,101.33,6,932,5,1,39278,398
2,1,1,57.77,6,565,10,6,89666,518
1,1,1,32.15,5,1054,6,8,119907,385
2,1,1,84.37,26,497,1,2,66374,560
2,1,1,91.88,30,1097,1,4,53983,496
1,1,1,58.41,20,1299,0,4,74987,438
1,1,1,66.83,11,556,0,4,62846,420
2,1,1,61.32,16,457,0,1,86432,530
3,2,1,124.23,25,508,0,8,103035,1280
3,2,2,138.72,16,306,7,1,64591,896
3,1,1,86.99,6,454,2,1,40235,350
2,1,1,53.55,5,872,17,4,39216,210
3,2,2,127.22,6,1370,1,6,37651,479
2,1,1,76.7,6,1390,6,6,148892,1142
3,2,2,128.04,6,902,1,1,32724,419
2,1,1,54.21,6,626,5,6,66408,360
2,1,1,95.79,6,1466,6,6,41758,400
3,1,1,78.5,26,541,5,7,68790,540
2,1,1,57.87,6,825,7,1,78970,457
1,1,1,74.91,19,1409,4,4,39648,297
2,1,1,87.53,27,356,2,3,55410,485
1,1,1,58.54,11,720,2,1,59788,350
3,2,2,164.3,22,392,0,1,60743,998
1,1,1,50.01,6,689,3,4,79984,400
1,1,1,56.98,19,694,2,5,84240,480
3,1,1,91.5,6,,3,3,84153,770
2,1,1,76.48,18,867,1,1,69953,535
2,1,1,78.72,26,1102,1,5,75965,598
2,2,2,130.58,4,,1,2,52075,680
2,2,1,91.56,6,,1,3,54609,500
2,1,1,45,5,1100,11,4,94444,425
2,1,1,70.62,16,666,6,0,58765,415
2,1,1,90.13,24,181,9,4,52147,470
2,1,1,47.4,6,815,5,2,75949,360
3,1,1,118.06,14,393,7,7,54972,649
1,1,1,47.22,11,929,0,2,63109,298
2,1,1,66.8,18,118,7,1,97305,650
2,1,1,63.11,6,,3,5,52607,332
2,2,1,89.05,15,854,2,5,78383,698
2,1,1,54.78,16,808,10,7,79956,438
2,1,1,51.26,5,514,4,2,64378,330
2,2,1,115.7,6,,3,2,44771,518
2,1,1,61.48,18,222,7,3,58393,359
1,1,1,55.72,18,966,15,5,44867,250
2,1,1,90.88,27,1118,1,5,56668,515
3,1,1,73.8,6,616,4,2,69512,513
2,1,1,43.69,5,339,8,6,68208,298
2,1,1,78.62,21,830,4,0,49606,390
3,2,2,114.1,11,,0,1,73181,835
2,2,2,103.24,9,892,4,3,60539,625
2,1,1,61.38,6,1300,7,4,42196,259
3,2,2,134.1,5,,1,3,49217,660
3,2,2,149.54,7,645,3,2,47813,715
2,1,1,69.89,16,839,1,1,108456,758
2,1,2,105.9,26,500,2,1,61379,650
2,1,1,89.85,11,,2,4,46745,420
2,2,1,95.17,9,,4,4,66723,635
2,1,1,66.45,22,846,6,3,60647,403
2,1,1,72.19,6,565,5,2,56518,408
3,1,1,80.1,14,1340,8,7,86142,690
2,1,1,59.2,6,650,3,4,53716,318
3,1,1,80,5,177,3,6,117250,938
3,2,2,156.47,28,348,1,4,69023,1080
3,2,2,157.14,21,939,1,2,58547,920
2,2,1,102.1,15,611,0,4,117336,1198
2,1,1,65,16,992,6,1,43846,285
1,1,1,52.79,6,248,3,4,66111,349
3,2,2,145.19,11,224,1,2,68875,1000
2,1,1,69.52,16,434,6,8,81991,570
3,2,2,111.75,29,1329,1,0,84116,940
2,1,1,81.37,22,,8,2,65872,536
3,2,2,190.02,31,816,2,1,52573,999
3,1,1,56.9,5,805,10,6,96661,550
1,1,1,42.65,6,833,2,2,60961,260
2,1,1,58,6,1495,8,6,73276,425
3,2,2,136.36,20,875,2,1,41801,570
2,1,1,90.63,18,506,4,3,45239,410
3,1,1,91.33,21,276,4,4,55841,510
1,1,1,56.12,26,108,2,3,63257,355
3,2,2,188.2,25,526,2,4,68438,1288
3,2,2,177.87,15,835,2,7,83769,1490
3,2,2,146.83,19,382,4,4,32214,473
2,1,1,57.05,7,400,1,2,78878,450
2,2,2,90.5,18,,6,3,81768,740
2,1,1,45.13,5,845,3,5,107467,485
4,1,2,151.17,9,,1,1,29966,453
2,1,1,92.04,13,280,0,3,67362,620
1,1,1,56.25,28,,8,1,48711,274
3,2,2,131.43,18,835,1,1,51739,680
2,1,1,90.61,20,801,0,1,65666,595
2,1,1,63.84,13,589,1,3,108866,695
2,1,1,58.6,6,409,13,5,55461,325
2,1,1,52.34,6,1150,17,4,50630,265
3,2,1,115.93,6,902,0,1,40973,475
4,2,2,173.6,6,222,2,1,119124,2068
3,2,2,137.46,11,,0,5,50924,700
1,1,1,59.68,6,,1,2,38204,228
2,1,2,99.35,26,,0,5,47811,475
1,1,1,57.83,20,280,6,3,75220,435
1,1,1,43.9,12,563,10,4,74032,325
2,1,2,68.88,28,366,8,5,46167,318
2,1,1,63.02,6,572,40,2,52364,330
2,1,1,79.91,25,819,6,9,56063,448
2,1,1,84.55,31,292,4,8,41987,355
3,1,1,113.43,22,1243,1,2,47166,535
2,1,1,60.4,6,429,5,2,91060,550
2,1,1,67.18,27,676,3,2,62519,420
2,1,1,66.29,6,454,7,1,41484,275
2,2,2,88.2,6,,4,7,52721,465
2,1,1,73.32,6,582,3,1,42962,315
2,1,1,107.47,24,729,4,4,53969,580
2,1,1,74.6,25,502,6,2,69705,520
2,1,1,75.86,19,164,10,4,46138,350
2,2,1,133.85,18,879,0,2,62010,830
2,1,1,89.69,21,640,0,5,94771,850
2,1,1,50.76,12,633,11,7,68952,350
1,1,1,45.06,6,710,7,2,84332,380
2,1,1,85.02,22,813,3,1,51164,435
2,2,1,86.74,6,,5,5,39198,340
3,1,1,89.13,25,,3,1,51386,458
2,1,1,78.29,6,581,1,2,51731,405
2,1,1,64.4,4,609,7,1,80745,520
2,1,1,87.21,13,1046,1,3,65359,570
3,1,1,75.32,6,697,7,1,55497,418
2,1,1,88.82,17,506,2,7,46161,410
2,2,1,105.45,25,1102,0,1,50071,528
2,1,1,91.3,18,576,0,8,50383,460
2,1,1,60.91,14,65,2,5,48104,293
1,1,1,55.56,21,,1,1,55436,308
2,2,1,92.06,24,,3,1,46600,429
3,2,2,137.84,8,,1,4,61666,850
1,1,1,56.41,20,930,8,2,44673,252
1,1,1,57.83,21,590,3,3,46689,270
2,1,1,91.91,24,,5,5,50593,465
1,1,1,41.9,6,633,2,1,115752,485
2,2,1,89.89,12,672,1,1,51730,465
2,1,1,58.77,6,597,45,4,60065,353
2,1,1,79.72,6,1465,4,2,76267,608
2,1,1,69.05,6,1311,8,4,46778,323
1,1,1,42.32,6,716,10,4,60255,255
2,1,1,54.91,6,554,3,1,54999,302
3,2,2,182.06,21,796,1,1,59870,1090
2,1,1,72.99,4,441,4,2,84258,615
1,1,1,67,17,934,13,1,56716,380
2,1,1,67,8,538,0,5,149254,1000
2,1,1,110.63,24,687,2,3,63093,698
3,2,2,116.55,12,1247,5,2,44616,520
2,1,1,62.1,16,577,3,5,136876,850
3,1,1,56.4,5,330,3,2,109929,620
2,1,1,99.53,9,,3,2,41194,410
2,1,1,96.14,18,976,7,8,70730,680
3,2,2,149.87,14,523,1,1,96684,1449
3,1,1,79,9,367,6,6,89873,710
2,1,1,67.67,22,164,16,7,48766,330
2,1,1,59.89,29,,0,2,57606,345
2,1,1,37.8,4,633,3,6,119048,450
2,1,1,88.54,23,1329,2,5,77366,685
2,1,1,81.24,27,1300,1,4,65239,530
2,1,1,59.86,22,,13,7,70164,420
2,1,1,92.99,16,452,0,1,45919,427
1,0,1,48.36,21,,5,6,59967,290
3,1,1,67.71,5,772,3,3,70891,480
2,1,1,66,18,1138,12,2,53788,355
2,2,1,106.24,26,972,0,6,103539,1100
2,1,1,83.13,22,263,0,3,64958,540
4,2,2,141.98,24,425,2,1,92971,1320
3,1,1,95.17,9,,1,1,65147,620
2,1,1,53.05,12,269,8,5,56927,302
2,1,1,75.36,6,366,2,2,64756,488
2,1,1,63.65,7,,9,3,43991,280
1,1,1,50.14,6,627,8,1,55445,278
1,1,1,47.46,6,500,7,3,79983,379
2,1,1,106.1,19,1409,7,5,36381,386
2,2,2,95.94,27,1300,2,2,58891,565
2,1,1,106.92,15,1082,4,6,65470,700
2,1,1,57.84,6,727,9,4,93361,540
2,1,1,93.97,12,,0,6,43844,412
1,1,1,44.4,6,477,4,6,86261,383
3,1,1,73.31,7,679,4,4,70250,515
1,1,1,49.31,24,579,1,2,71385,352
2,1,1,68.56,6,173,18,1,53821,369
2,1,1,73.32,17,930,4,9,84561,620
4,2,3,169.03,22,826,4,5,61528,1040
2,1,1,81.25,13,522,10,6,55385,450
1,1,1,75.49,25,627,0,1,55637,420
2,1,1,75.79,6,652,5,1,69270,525
2,2,1,82.31,6,813,1,2,51634,425
2,1,1,71.99,6,1015,4,2,44173,318
2,2,1,78.39,10,1374,1,1,77816,610
3,2,2,117.62,7,677,2,1,45826,539
2,1,1,79.85,6,581,1,2,50470,403
1,1,1,46,12,707,0,7,143478,660
1,1,1,66.15,12,259,5,4,105820,700
2,1,1,56.95,5,595,20,1,50922,290
2,1,1,66.9,6,657,3,3,97160,650
2,1,1,57.79,12,146,1,1,112476,650
1,1,1,76.76,19,323,2,4,97707,750
2,1,1,98.27,23,721,0,4,49354,485
2,1,1,65.1,6,1050,5,5,78341,510
2,1,1,71.75,6,235,11,3,40418,290
2,2,1,86.47,6,212,3,4,48572,420
2,1,1,55.12,6,428,2,2,110668,610
3,1,1,83.07,6,,13,4,47550,395
1,1,1,29.76,8,492,3,3,109207,325
2,1,1,58.47,16,729,3,5,45664,267
2,1,1,54.35,6,326,17,6,65317,355
2,1,1,53.8,6,430,14,6,86431,465
3,1,1,62.6,6,853,8,1,49521,310
2,1,1,75.21,6,1232,8,2,40553,305
1,1,1,48.71,6,689,7,1,72880,355
2,1,1,57.24,5,1145,8,3,64291,368
2,1,1,57.4,6,343,9,4,56620,325
1,0,0,45.77,26,457,2,4,67730,310
2,1,1,64.95,12,502,4,9,84681,550
3,2,2,141.84,18,434,1,3,37930,538
3,1,1,74.29,6,242,2,1,68650,510
3,1,1,115.85,15,585,4,1,44799,519
2,2,1,95,25,541,2,4,62105,590
2,1,1,64.4,6,1371,1,4,128106,825
3,1,2,94.78,11,295,20,5,73855,700
2,1,1,91.76,30,865,6,5,63208,580
3,1,1,99.01,24,252,0,1,58580,580
2,1,1,97.17,18,590,6,1,61645,599
2,1,1,101.52,6,,2,1,46887,476
2,1,1,96.51,7,,1,3,44555,430
2,2,2,113.03,17,1047,1,3,39812,450
3,1,1,67.6,6,661,8,2,96154,650
2,1,1,66.04,6,672,5,6,58904,389
2,1,1,83.76,24,1067,5,2,55874,468
2,1,1,73.3,12,947,3,1,117326,860
2,1,1,64.71,6,247,60,6,71859,465
2,1,1,74.89,26,579,7,5,66097,495
3,2,2,117.34,16,601,7,6,70735,830
2,1,1,92.99,33,1409,2,7,40650,378
4,2,2,187.11,11,410,13,6,51307,960
2,1,1,106.67,17,1409,8,3,37030,395
3,1,1,128.3,7,1108,3,2,60795,780
3,1,1,77,6,679,5,3,88312,680
2,2,1,97.07,9,592,12,6,55115,535
2,2,1,94.36,27,1194,1,1,58287,550
2,1,1,55.7,5,1148,13,1,117594,655
2,1,1,93.13,31,542,0,1,66037,615
3,2,2,126.69,28,592,5,2,56832,720
3,2,2,156.53,17,688,2,8,60691,950
1,1,1,68.09,35,,2,2,57865,394
2,1,1,71.79,5,454,6,6,41092,295
3,1,1,75.99,6,383,7,3,89485,680
2,1,1,58.67,6,830,26,5,54372,319
1,1,1,44.26,7,,32,7,47447,210
4,2,3,287.85,23,557,2,3,95536,2750
2,2,2,102.1,27,417,4,1,56611,578
3,2,2,121.31,22,239,3,0,52675,639
3,2,2,133.83,11,1076,4,1,49242,659
3,1,1,70.94,6,385,1,5,60615,430
2,1,1,74.97,22,736,5,4,62025,465
2,1,1,63.23,6,727,7,3,48237,305
3,1,1,54.39,6,867,9,8,68027,370
3,1,1,100,25,541,18,1,56500,565
2,2,2,109.56,15,743,4,2,98576,1080
2,1,1,91.49,11,374,0,2,56837,520
1,1,1,59.6,6,692,4,1,135906,810
3,2,2,116.64,21,1086,0,1,55298,645
1,1,1,63.76,11,,77,5,24310,155
1,1,1,40.9,6,952,11,2,69682,285
2,1,1,73.77,19,694,8,7,82012,605
4,2,3,184.7,18,471,2,4,63887,1180
3,1,2,153.56,30,865,3,6,49492,760
3,2,2,156.85,15,485,3,3,73956,1160
3,2,2,145.87,23,,1,3,58957,860
2,1,1,72.61,20,602,12,1,64454,468
1,1,1,43.91,5,501,27,7,48281,212
1,1,1,67.37,20,1074,0,2,69616,469
3,2,2,132.5,7,,3,6,34340,455
1,1,1,63.86,15,476,5,2,47917,306
2,1,1,81.87,23,335,5,3,56187,460
3,2,2,148.09,7,,5,7,26268,389
2,2,2,112.38,20,1119,1,4,53390,600
2,2,2,112.6,6,1063,2,1,36234,408
3,1,1,88.7,17,301,12,7,119504,1060
1,1,1,40.94,6,385,6,1,72057,295
4,2,2,239.29,28,430,2,1,83581,2000
2,1,1,53.25,6,337,1,1,79812,425
2,1,1,56.6,6,1075,12,3,78622,445
3,2,1,101.78,24,,6,2,48929,498
2,1,1,78.49,19,300,6,2,45229,355
3,2,2,195.65,24,1071,2,1,70534,1380
2,1,1,66.27,6,,7,8,44213,293
2,1,1,64.61,5,341,2,2,92401,597
2,1,1,53.35,6,326,3,4,61856,330
1,1,1,36.9,6,679,9,1,97561,360
1,1,1,67.21,16,375,1,5,118286,795
4,3,3,238.68,7,,5,2,52790,1260
2,1,1,88.26,11,392,5,2,73646,650
3,1,1,76.9,6,461,6,8,59818,460
2,2,1,91.38,15,363,4,3,109214,998
2,2,1,114.07,21,,2,0,57859,660
1,1,1,44.47,6,250,2,3,88824,395
3,1,1,72.6,20,409,12,2,67493,490
2,1,1,94.48,14,,3,3,47629,450
2,2,1,95.47,10,,1,2,45564,435
2,1,1,59.79,6,1311,7,3,50176,300
2,2,2,118.32,10,910,2,4,101420,1200
3,1,1,56.4,6,464,8,2,70922,400
2,1,1,80.27,6,754,4,2,46094,370
2,1,1,43.6,5,290,3,2,144495,630
2,1,1,81.14,20,511,3,2,56569,459
2,1,1,64.19,6,934,2,2,88487,568
3,2,2,145.54,20,1000,0,2,45211,658
3,2,2,137.64,24,1431,3,2,76286,1050
3,1,1,71.9,6,885,10,2,66620,479
1,1,1,31.07,6,846,54,4,65980,205
3,1,1,57.59,6,417,19,3,74666,430
1,1,1,48.4,19,610,5,2,128099,620
2,1,1,61.19,6,391,8,5,62102,380
2,1,1,56.69,6,760,18,1,85729,486
1,1,1,39.05,18,530,4,2,139565,545
2,1,1,94.96,15,625,12,2,63184,600
2,1,1,52.52,6,721,8,3,67593,355
3,2,2,164.17,26,410,4,6,48730,800
1,1,1,31.35,18,530,10,4,133971,420
1,1,1,73.72,27,986,1,5,57922,427
1,1,1,63.44,26,774,30,6,48077,305
2,1,1,102.97,26,494,0,3,61668,635
2,1,1,64.51,6,733,13,5,45884,296
2,1,1,71.99,6,1015,8,3,44451,320
2,1,1,97.66,22,892,2,4,52427,512
2,1,1,88.48,24,1247,1,4,51989,460
2,1,1,84.56,6,997,10,1,47067,398
3,1,1,96.83,9,684,9,2,84994,823
3,2,2,133.18,28,340,2,5,94609,1260
3,1,1,66.05,6,727,17,6,46934,310
2,1,1,90.75,26,500,1,1,80441,730
2,1,1,70.03,18,448,14,3,62830,440
2,1,1,89.95,6,,8,2,47248,425
2,1,1,58.09,18,842,8,5,51472,299
2,1,1,62.41,7,965,5,1,80115,500
2,1,1,90.77,20,1397,1,3,56737,515
2,1,1,96.48,21,1481,3,6,54519,526
2,1,1,50.81,6,824,1,5,98406,500
2,1,1,80.56,20,576,9,2,49032,395
3,1,1,79.73,16,857,13,3,97830,780
2,1,1,61.1,6,552,7,1,84288,515
4,1,2,148.19,18,103,6,3,67481,1000
2,2,1,89.66,26,528,1,1,105733,948
3,1,1,107.7,15,1228,2,4,76602,825
3,2,2,147.33,7,539,1,3,86201,1270
2,1,1,81.84,6,235,1,1,39712,325
2,1,1,98.5,16,741,0,1,111675,1100
2,1,1,85.57,6,1132,0,5,52355,448
2,2,1,88.12,19,934,36,2,53109,468
2,1,1,83.75,16,501,2,3,64955,544
3,1,1,79.79,5,358,13,1,57651,460
4,2,2,151.18,22,596,12,4,56224,850
2,1,1,68.53,6,,1,1,81716,560
3,2,2,131.29,15,363,8,5,103587,1360
2,2,1,94.06,18,854,1,3,79205,745
3,2,1,114.1,20,868,4,7,78878,900
3,2,2,159.98,10,171,3,1,39380,630
2,1,1,73.39,6,364,2,5,66085,485
2,2,1,77.74,6,641,16,7,25470,198
2,1,1,99.8,16,835,6,6,54108,540
5,2,2,176.83,7,1409,2,6,27710,490
1,1,1,50.1,16,178,7,1,81836,410
1,1,1,61.42,18,225,9,3,32400,199
1,1,1,45.3,8,1068,6,1,90508,410
3,2,2,124.71,24,302,2,3,60941,760
3,1,1,69.15,5,199,8,1,46276,320
2,1,1,77.48,18,426,112,7,76794,595
1,1,1,43.1,6,679,9,1,90487,390
3,1,2,144.18,28,711,8,4,41268,595
2,2,2,113.06,16,,2,2,60145,680
3,1,1,85,16,839,2,1,111647,949
2,2,2,108.43,32,417,1,3,59024,640
2,2,1,111.77,18,219,3,1,97074,1085
3,1,2,125.46,13,,5,2,52606,660
2,1,1,55.79,6,398,5,4,75282,420
1,1,1,66.62,21,452,6,3,45782,305
3,2,1,148.11,6,409,3,1,54014,800
2,2,1,58.42,6,803,35,4,40226,235
2,1,1,58.07,6,964,25,3,49079,285
3,1,1,82.7,17,301,5,1,128174,1060
2,1,1,78.23,20,376,14,2,45123,353
2,1,1,53.44,6,37,21,5,59506,318
2,1,1,97.75,24,184,5,1,56061,548
2,2,1,91.38,7,813,1,3,54717,500
3,1,1,82.2,6,392,10,3,76642,630
3,1,1,69.2,6,641,8,5,52746,365
2,1,1,54.7,6,360,42,1,124132,679
3,2,1,95.77,6,815,4,1,36024,345
1,1,1,36.6,6,769,31,2,94262,345
1,1,1,45.46,6,621,17,6,65332,297
3,2,2,124.73,6,1084,0,1,53556,668
3,1,1,121.02,6,1004,3,2,47513,575
2,1,1,60.91,16,65,11,7,45969,280
2,1,1,57.66,6,565,18,4,75442,435
1,1,1,46.55,15,363,11,1,84855,395
2,2,1,102.78,27,,2,2,41837,430
3,2,2,170.63,6,1272,4,1,35105,599
2,1,1,67.2,12,591,8,7,110119,740
2,1,1,97.14,21,939,7,5,56105,545
3,1,1,96.38,26,497,4,1,75742,730
2,1,1,55.7,6,328,7,1,149910,835
2,1,1,68.57,5,325,4,1,128336,880
2,1,1,47.98,12,337,4,4,89621,430
2,1,1,60.24,6,1211,3,3,53121,320
2,1,1,70.96,2,,10,2,49324,350
2,2,2,107.16,29,482,3,2,82120,880
2,1,1,61.08,6,681,20,3,41749,255
2,1,1,64.33,24,1102,21,1,66532,428
1,1,1,69.96,6,1438,16,2,37879,265
2,2,1,109.6,9,,1,1,68431,750
3,2,3,187.6,9,505,0,1,98614,1850
2,1,1,70.25,6,1227,30,1,50534,355
3,2,2,141.08,15,878,1,1,57414,810
2,1,1,64.44,14,37,12,3,58970,380
3,2,2,117.62,6,323,4,0,40809,480
1,1,1,63.87,24,77,7,1,59966,383
2,1,1,103.4,16,619,9,1,59478,615
2,1,1,69.56,22,927,9,3,124353,865
3,2,2,119.6,21,,8,2,54348,650
3,2,1,85.24,6,222,3,2,68747,586
2,2,1,88.33,22,425,5,1,96230,850
2,1,1,61.87,21,417,20,4,68692,425
3,2,2,134.64,24,621,1,1,56818,765
3,1,1,109.3,18,333,2,5,77768,850
3,1,1,77.7,6,727,11,2,113256,880
3,1,1,76.65,16,731,25,6,50881,390
3,1,1,74.59,6,1270,9,3,42767,319
2,1,1,69.25,21,443,3,1,64982,450
1,1,1,57.26,18,470,27,4,85225,488
2,1,1,60.8,6,370,2,1,103454,629
3,2,2,132.12,22,208,2,0,54345,718
2,1,1,54.3,6,398,7,3,87477,475
4,2,2,108.48,7,449,9,1,110527,1199
3,1,1,78.17,6,385,5,6,57311,448
2,1,2,113.81,17,1047,9,1,36904,420
3,2,2,119.63,6,,1,2,35526,425
2,1,1,68.57,6,444,4,2,40251,276
4,2,2,153.41,19,765,16,6,149925,2300
2,1,1,69.7,17,228,18,3,56671,395
3,1,2,173.9,28,378,15,3,42266,735
3,1,1,76.54,20,428,8,1,64672,495
3,2,2,166.27,27,482,1,1,73375,1220
1,1,1,40.36,6,406,5,3,57483,232
2,1,1,56.88,6,1316,26,6,52391,298
3,2,2,129.06,23,1249,6,1,70510,910
2,1,1,85.28,7,384,9,3,85131,726
2,1,1,98.84,19,765,11,4,146702,1450
3,1,1,179.92,21,613,1,2,66696,1200
2,1,1,93.49,24,895,6,7,57760,540
2,2,2,106.08,19,291,1,2,86727,920
3,2,2,122.57,6,929,2,4,52052,638
2,1,1,60.7,6,612,3,1,97199,590
2,1,1,99.77,9,564,1,6,94918,947
2,1,1,72.32,6,666,9,2,56692,410
3,2,2,154.47,20,654,8,2,53603,828
2,1,1,89.71,19,276,0,4,59637,535
2,2,1,99.68,23,,3,2,50060,499
2,1,1,60.09,16,717,5,5,79714,479
2,1,1,72.44,21,834,11,4,83932,608
3,2,2,136.87,19,724,1,1,86213,1180
2,1,1,53.9,5,1364,7,2,139147,750
2,1,1,69.75,15,1164,13,3,59498,415
2,1,1,54,12,667,14,7,87037,470
3,1,1,103.3,6,491,1,1,42594,440
2,1,1,65.1,6,545,9,2,101382,660
3,2,2,143.37,30,1194,2,1,50917,730
2,1,1,60.4,5,446,11,3,110927,670
2,1,1,57.85,6,719,19,3,51858,300
4,2,2,179.48,20,934,2,1,83575,1500
3,2,2,123.74,6,,4,2,60611,750
1,1,1,76.17,27,550,3,7,60391,460
3,1,1,124.67,11,,9,0,47967,598
6,2,4,243.8,3,863,16,2,49959,1218
3,1,1,77.87,26,385,3,2,65494,510
2,2,2,113.4,22,239,19,5,51587,585
1,1,1,64.72,17,654,7,1,67213,435
2,1,1,88.37,28,1472,0,5,56354,498
3,1,1,93.51,14,1052,2,5,54540,510
3,1,1,77.33,6,924,3,7,86642,670
3,1,1,88.71,16,518,4,3,99200,880
2,1,1,71.5,19,175,6,2,82517,590
2,2,1,93.32,13,589,4,1,123232,1150
1,1,1,47.4,6,375,3,4,142405,675
2,2,2,68.7,19,684,3,1,85881,590
2,1,1,52.08,6,1130,35,4,51459,268
2,1,1,96.31,29,451,60,3,46516,448
2,1,1,58.05,6,741,11,1,56848,330
3,1,1,68.7,5,556,15,2,53130,365
2,1,1,56.66,6,540,30,9,55595,315
2,1,1,90.8,25,1223,5,7,68282,620
1,1,1,59.59,14,,16,0,60581,361
2,1,1,56,6,825,8,7,92857,520
2,2,1,95.99,21,420,6,1,45838,440
3,2,2,151.48,21,,3,2,84500,1280
1,1,1,73.21,5,1438,4,1,34968,256
3,1,1,65.22,6,554,10,1,47531,310
5,2,2,240.56,28,711,4,1,27020,650
2,1,1,62.09,6,704,9,1,79723,495
2,1,2,118.95,14,1462,8,1,52123,620
3,1,1,71.6,6,1106,10,7,85196,610
1,1,1,55.1,16,839,5,3,107985,595
2,2,2,130.01,18,879,7,2,58457,760
3,1,1,85.19,21,927,28,6,111515,950
4,2,2,126.39,7,463,10,6,94944,1200
3,1,1,84.4,22,428,11,3,94668,799
3,1,1,85.54,6,716,19,1,52607,450
2,1,1,55.7,7,328,9,4,149013,830
3,2,2,147.28,18,259,15,1,101847,1500
2,1,1,80.76,6,,6,8,40862,330
1,2,1,60.59,17,422,6,1,40931,248
2,2,2,94.09,6,677,16,6,44638,420
3,2,2,124.39,30,436,2,1,65118,810
3,2,2,124.53,10,652,25,3,66651,830
3,1,1,66.6,6,538,7,8,128829,858
3,2,2,117.05,6,1443,4,2,34601,405
3,1,1,97.52,7,294,5,1,85111,830
2,1,1,62.44,6,329,1,2,76874,480
2,1,1,63.85,25,259,5,5,70478,450
2,1,1,62.03,16,563,6,4,70127,435
1,1,1,67.21,18,934,1,0,55051,370
2,1,1,64.5,8,586,15,1,109767,708
3,2,1,119.24,18,854,1,1,77155,920
1,1,1,55.8,20,280,2,1,76165,425
2,1,1,84.81,6,250,0,1,39146,332
2,1,1,86.59,20,276,0,3,57628,499
2,1,1,68,6,1223,3,1,51471,350
3,2,2,117.06,6,637,0,2,42286,495
