room,hall,bathroom,size,floor,subway_distance,attention,visit,unit_price,price
3,2,2,119.17,6,1443,1,3,40279,480
1,1,1,58.75,12,1016,7,1,60596,356
3,2,2,132.52,10,1045,0,0,92816,1230
2,1,1,60.45,15,1164,12,7,57899,350
2,1,1,101.44,26,334,4,1,63091,640
2,1,1,61.96,6,765,10,2,58909,365
1,1,1,59.62,19,223,10,2,56189,335
3,2,1,123.2,6,1086,7,1,49107,605
5,3,2,200.25,6,,4,2,25468,510
2,1,1,96.85,33,327,76,2,37068,359
2,1,1,85.09,5,250,3,1,37137,316
4,1,2,175.01,26,706,2,15,54283,950
2,1,1,52.1,24,893,3,14,90211,470
3,1,2,85.59,21,834,4,6,102816,880
3,2,2,137.1,6,880,0,0,94821,1300
2,1,1,53.6,5,549,2,0,73694,395
3,1,1,91.38,6,,1,0,33377,305
2,1,1,66.03,16,,13,1,54521,360
3,2,2,127.1,16,345,2,8,112903,1435
3,1,1,66.3,6,373,29,8,114630,760
1,1,1,55.91,22,511,2,1,65641,367
2,1,1,69.8,6,1490,1,1,36963,258
1,1,1,48.97,18,604,12,3,59628,292
2,1,1,53.86,6,1051,1,1,76123,410
2,1,1,55.6,6,441,3,7,136691,760
2,1,1,74.29,6,1132,8,7,50478,375
2,2,1,96.13,24,1431,3,3,78956,759
3,1,1,71.3,18,856,0,1,102384,730
3,2,2,111.3,11,290,7,4,129919,1446
1,1,1,54.7,6,1063,4,7,55759,305
1,1,1,51.16,6,604,10,2,58444,299
3,1,1,77.04,6,676,7,1,58411,450
3,1,1,93.42,9,637,6,2,38000,355
1,1,1,61.9,27,436,2,1,77544,480
2,1,1,63.16,14,371,22,3,58581,370
1,1,1,60.31,18,1117,3,1,43111,260
3,1,1,83.21,6,,8,2,78116,650
2,1,1,62.1,6,392,38,4,71659,445
2,1,1,81.34,25,437,6,5,62085,505
1,1,1,49.1,9,848,2,2,91242,448
2,1,1,57,6,1378,81,0,61754,352
2,1,1,86.3,16,577,3,16,42410,366
3,2,2,197.84,8,209,0,0,90983,1800
2,1,1,62.4,6,475,4,4,63301,395
3,1,1,59.03,6,302,0,3,101643,600
1,1,1,52.1,6,705,4,7,58541,305
2,1,1,82.31,6,304,7,6,64391,530
2,1,1,108.75,12,439,3,3,55172,600
1,1,1,65.01,28,631,2,2,54607,355
3,2,2,179.89,28,706,2,5,69487,1250
2,1,1,60.9,6,441,10,3,130000,791
2,1,1,58.67,16,755,2,0,85222,500
2,2,2,117.41,22,509,4,3,76229,895
3,1,1,99.99,16,1228,0,1,80608,806
1,1,1,68.47,15,556,1,5,59880,410
1,1,1,46.95,6,359,2,4,50053,235
2,1,1,59.1,7,773,4,6,106599,630
2,1,1,93.28,10,,0,6,44811,418
1,1,1,71.39,19,252,1,3,60933,435
3,1,1,79.85,12,1341,1,6,51597,412
2,1,1,61.92,7,829,3,1,62661,388
3,1,2,62.34,19,684,0,5,89028,555
2,1,1,59.56,6,250,2,2,84788,505
3,2,2,115.36,6,865,2,1,38575,445
2,1,1,64.93,16,1006,1,1,52364,340
3,2,2,130.4,11,929,0,1,52147,680
3,1,1,120.62,25,269,1,1,60521,730
3,2,2,122.21,18,420,1,2,56051,685
2,1,1,57.46,6,966,4,6,57431,330
3,2,2,134.2,5,978,2,1,29732,399
3,1,1,65.65,16,347,0,3,106626,700
2,1,1,98.02,12,609,1,5,105081,1030
3,2,2,161.54,26,972,1,6,83571,1350
6,3,4,344.07,4,696,4,5,104049,3580
3,1,1,108.3,14,659,3,2,146814,1590
2,1,1,67.8,6,254,0,2,144543,980
2,1,1,96.07,29,451,6,6,53919,518
2,1,1,88.33,31,198,0,5,54342,480
3,2,0,278.67,17,992,2,2,33014,920
1,1,1,42.8,5,1382,2,5,86449,370
2,1,1,57.5,6,784,4,8,88696,510
2,2,1,86.28,11,929,0,1,55053,475
1,1,1,48.54,12,487,7,5,69633,338
3,1,1,102.3,23,493,2,2,96285,985
2,1,1,118.58,7,808,4,3,113847,1350
3,1,1,65,17,853,3,3,47692,310
1,1,1,58.53,16,835,5,7,55869,327
3,1,2,130.75,9,,2,1,56597,740
2,1,1,56.18,5,617,3,3,94340,530
2,1,1,59,18,1382,4,5,84746,500
2,1,1,95.21,25,1010,3,2,62914,599
2,1,1,65.44,18,813,5,1,47372,310
2,1,1,47.4,6,316,3,8,106540,505
3,2,2,117.15,21,611,2,7,96458,1130
2,1,1,56.09,6,1300,3,4,42610,239
3,2,2,124.08,6,813,4,1,49565,615
2,1,1,96.55,17,625,0,3,64733,625
3,1,2,161.93,22,971,5,2,29951,485
1,1,1,72.79,28,608,2,3,74873,545
1,1,1,64.44,11,800,2,1,61297,395
2,1,1,71.8,6,793,3,1,70056,503
2,2,2,106.82,28,861,0,2,42127,450
2,1,1,55.7,4,400,3,5,113106,630
2,1,1,108.7,6,652,1,4,59430,646
3,2,2,117.63,6,323,0,2,41656,490
1,1,1,47.98,6,141,7,1,54606,262
2,1,1,57.8,7,1045,3,3,83045,480
3,1,1,60.29,6,808,2,3,96202,580
2,1,1,88.14,18,934,2,1,55026,485
2,1,1,57.57,6,,3,4,48636,280
1,1,1,56.64,6,1370,2,2,49435,280
1,1,1,57.75,24,487,1,2,76017,439
3,1,1,107.79,6,,3,1,34140,368
1,1,1,52.3,16,857,0,3,113767,595
2,1,1,58.55,6,439,1,4,93083,545
3,1,1,79.27,7,644,4,4,61814,490
3,1,1,90.69,21,729,1,2,56236,510
1,1,1,66.49,27,1228,4,2,64070,426
1,1,1,75.24,26,621,0,1,65125,490
1,1,1,76.14,33,372,1,5,51221,390
2,1,1,86.54,20,511,3,3,57661,499
2,1,1,65.8,4,535,3,2,109878,723
1,1,1,42.07,14,676,3,1,76064,320
3,1,2,128.17,18,376,3,2,39011,500
2,1,1,58.05,6,803,8,1,89578,520
2,2,1,99.58,24,393,2,5,80337,800
2,1,1,58.04,12,461,9,1,59442,345
3,2,2,130.24,35,198,8,6,53747,700
1,1,1,49.26,6,820,4,1,80999,399
2,1,1,87.27,24,1102,3,1,85826,749
2,1,1,57.3,6,851,4,6,115183,660
3,1,1,69.55,5,449,1,1,107836,750
2,2,2,88.6,6,347,3,6,114898,1018
1,1,1,45.81,6,1164,1,1,60031,275
1,1,1,66.99,18,718,1,1,48515,325
4,2,2,193.35,6,271,1,1,37238,720
3,1,1,68.3,6,1320,3,7,121230,828
1,1,1,45.19,16,1110,25,4,60854,275
2,1,1,87.7,20,541,3,4,87571,768
2,2,2,52.46,18,945,2,6,97217,510
1,1,1,54.13,14,1061,6,1,49510,268
2,1,1,81.97,12,763,0,1,74417,610
2,1,1,61.9,14,343,13,4,57351,355
2,1,1,57.41,6,1262,5,4,95802,550
2,1,1,99.68,6,1077,4,1,42135,420
2,1,1,65.6,6,1108,8,5,80030,525
2,1,1,61.44,6,1053,7,3,51758,318
3,1,1,73.1,18,763,15,5,106019,775
2,1,1,90,18,549,1,1,48667,438
2,1,1,95.02,6,387,4,1,41044,390
2,1,1,62.9,6,1026,4,5,103180,649
2,1,1,71.11,21,524,60,3,38954,277
3,1,1,68.64,6,803,6,3,85227,585
2,1,1,79.31,18,808,1,1,88261,700
3,2,2,157.68,14,531,6,2,107179,1690
2,1,1,55.57,12,1117,3,4,63883,355
1,1,1,52.17,11,484,9,2,70155,366
2,1,1,59.39,6,601,3,7,85031,505
2,1,1,80.6,27,304,4,1,67618,545
1,1,1,71.37,27,858,4,0,55906,399
2,1,1,54.4,6,484,3,1,95956,522
1,1,1,40.69,21,346,3,4,92160,375
3,2,2,140.47,25,819,1,1,49121,690
5,3,4,367.31,9,910,0,1,108900,4000
1,1,1,72.06,18,728,1,2,56203,405
2,1,2,102.87,6,,4,2,40731,419
2,1,1,83.57,27,356,0,2,60428,505
1,1,1,69.02,18,673,1,8,46363,320
2,1,1,55.96,6,461,18,6,65225,365
3,2,1,109.19,10,536,0,1,117227,1280
1,1,1,66.55,22,1367,2,1,47333,315
3,1,1,76.65,14,846,17,2,54795,420
3,1,1,71.3,16,637,9,2,92567,660
3,1,2,116.64,21,1086,1,1,54698,638
3,2,2,146.53,14,847,1,2,53231,780
2,1,1,70.62,28,524,26,1,37525,265
2,1,1,79.49,14,510,14,2,64411,512
2,1,1,63.76,15,400,0,2,74969,478
3,1,1,86.6,7,612,5,4,99307,860
2,1,1,67.8,6,931,6,2,102950,698
2,1,1,120.55,6,,3,3,31107,375
3,2,1,95.11,6,271,3,1,50994,485
3,2,2,131.42,21,335,6,1,65439,860
1,1,1,48.4,8,655,11,3,136364,660
3,2,2,137.64,25,819,1,2,46135,635
2,1,1,59.21,11,1034,7,4,74312,440
2,1,1,57.5,7,655,37,4,149913,862
3,1,1,71.12,6,699,5,1,56946,405
2,1,1,74.68,11,162,3,7,121853,910
3,1,1,83.1,3,694,9,4,106498,885
2,2,1,103.92,10,1062,8,1,47921,498
1,1,1,50.4,26,584,5,2,66071,333
1,1,1,59.71,18,976,3,2,80054,478
3,1,1,71.7,6,842,27,1,47420,340
2,1,1,73.7,18,1222,11,1,101764,750
3,2,2,139.59,23,537,6,2,131098,1830
3,2,2,246.17,7,434,3,2,24780,610
3,1,1,80.8,6,591,6,1,116089,938
3,2,2,124.32,6,932,8,1,34025,423
2,1,1,68.68,13,975,9,1,51689,355
3,2,2,174.28,16,514,2,1,64838,1130
3,1,1,94.13,27,437,7,1,66185,623
2,1,1,88.26,20,225,9,9,29458,260
3,1,1,103.93,28,1072,8,1,54364,565
3,2,2,134.09,28,711,4,2,41688,559
3,1,2,155.99,26,226,11,1,50003,780
2,1,1,92.34,20,419,2,1,149448,1380
2,1,1,74.1,6,1132,12,1,48178,357
3,2,2,150.35,12,383,0,3,54539,820
3,2,2,131.5,6,,8,1,57034,750
2,1,1,91.62,12,,4,3,38201,350
2,1,1,72.58,4,599,8,4,91761,666
2,2,2,124.19,24,1243,20,2,40261,500
3,2,1,126.37,6,1159,5,2,37034,468
1,1,1,46.32,18,491,56,2,62608,290
1,1,1,60.5,18,1498,19,2,61488,372
3,2,2,177.31,12,693,1,6,76138,1350
3,2,2,135.68,27,162,3,3,40537,550
2,1,1,60.23,6,774,3,3,55786,336
3,2,2,129.13,17,458,6,7,90064,1163
2,1,1,85.35,14,527,5,2,49092,419
2,1,1,81.01,6,1040,4,7,96284,780
2,1,1,61.44,6,484,4,1,81380,500
2,1,1,54.92,6,406,17,3,73379,403
3,2,2,140.32,19,545,3,2,103335,1450
2,1,1,45.1,6,832,20,1,79379,358
3,1,1,62.19,10,514,19,2,68982,429
1,1,1,37.52,6,109,29,3,67164,252
2,1,1,55.01,17,840,8,5,98709,543
3,1,1,114.22,24,570,5,1,49466,565
1,1,1,58.4,9,717,11,1,77055,450
3,2,1,110.99,13,1351,0,3,52257,580
3,1,1,75.31,18,868,14,4,79671,600
2,1,1,85.12,18,470,10,1,92575,788
2,2,1,126.73,11,465,2,2,71017,900
2,1,1,90.6,16,834,2,4,58499,530
2,1,1,91.45,30,608,4,4,85293,780
2,1,1,57.5,12,449,3,7,109913,632
3,2,2,126.89,13,677,5,6,49649,630
4,1,1,109.6,4,549,7,1,112135,1229
2,1,1,108.75,13,439,2,4,57931,630
3,2,2,131.02,12,225,19,3,45718,599
2,2,1,101.54,3,,7,3,34371,349
4,2,2,165.42,18,165,1,0,77379,1280
2,2,2,147.49,20,1275,4,3,53563,790
3,1,2,122.29,6,,7,2,40886,500
3,1,1,120.1,6,,4,2,18152,218
1,1,1,71.8,25,819,42,0,48747,350
1,1,1,47.95,20,589,0,4,124088,595
1,1,1,67.37,22,1074,0,1,68577,462
3,1,1,115.79,14,461,1,1,61318,710
2,1,1,82.53,28,704,3,4,66642,550
2,1,1,119.81,25,424,0,2,67607,810
3,1,1,76.32,4,957,1,3,77306,590
1,1,1,71.4,24,472,6,1,80532,575
2,1,1,47.8,5,433,2,2,110879,530
3,1,1,67.96,12,58,4,4,58858,400
2,1,1,82.88,6,,0,1,34387,285
2,1,1,87.27,27,1012,0,1,63023,550
2,2,2,103.19,6,420,0,1,55044,568
3,1,1,91.7,5,486,3,2,89967,825
4,2,2,179.48,20,934,0,4,85246,1530
1,1,1,45.9,6,,0,1,54248,249
4,3,2,114.33,22,596,0,3,71722,820
2,1,1,92.48,10,,1,2,49200,455
2,1,1,75.6,6,1211,0,3,55556,420
2,1,1,94.58,17,308,0,3,79298,750
2,1,1,77,5,525,0,2,71299,549
2,1,1,74.33,5,,14,4,38343,285
1,1,1,51.75,20,464,28,2,47923,248
3,1,1,109.03,19,346,2,4,82087,895
2,1,1,54.3,5,361,5,2,77348,420
1,1,1,58.42,22,308,0,2,73605,430
2,1,1,77.18,21,,17,2,30967,239
1,1,1,59.53,19,223,2,1,57114,340
1,1,1,80.03,25,450,0,4,72473,580
3,2,2,119.22,21,577,0,2,82033,978
1,1,1,41.5,6,813,3,7,108193,449
1,1,1,35.44,4,415,7,4,97348,345
3,2,2,134.78,6,761,16,4,26339,355
3,1,1,96.53,6,1197,0,2,37812,365
5,2,4,311.96,5,528,0,1,147455,4600
2,1,1,85.47,16,1000,1,1,50310,430
3,2,2,112.88,11,161,0,3,56520,638
4,3,3,270.39,5,528,0,1,149784,4050
2,1,1,60.13,6,306,5,8,60702,365
2,1,1,87.33,25,1264,2,4,43513,380
1,0,1,30.62,20,460,6,7,76094,233
2,1,1,60.8,6,495,7,2,64145,390
1,1,1,57.18,20,435,1,2,85345,488
2,1,2,66.66,17,684,0,2,87009,580
2,1,1,74.31,6,987,3,1,44409,330
2,1,1,65.96,14,861,1,5,62917,415
2,1,1,83.2,6,825,1,5,88341,735
1,1,1,49.63,6,1427,2,1,79589,395
2,1,1,69.97,11,461,4,3,54309,380
2,1,1,102.87,15,427,2,3,106931,1100
2,2,2,93.15,22,161,0,3,59045,550
4,2,4,232.85,6,528,1,1,141293,3290
1,1,1,58.01,19,706,1,2,60679,352
2,1,1,84.9,16,370,1,1,63604,540
3,1,1,79.78,6,389,2,0,116571,930
2,1,1,85.56,13,1046,3,4,59607,510
2,1,1,61.3,6,656,2,4,119086,730
1,1,1,33.86,28,530,9,3,97460,330
2,1,1,65.8,4,125,3,2,92705,610
3,1,1,86.7,18,415,2,4,95963,832
2,1,1,57.02,6,894,12,2,61031,348
1,1,1,68.76,17,,4,2,39267,270
2,1,1,54.3,6,591,0,5,132597,720
3,2,1,89.55,6,,1,5,69235,620
1,1,1,47.52,31,1194,5,1,66288,315
1,1,1,64.65,18,482,0,1,81206,525
1,1,1,50.94,18,772,2,8,106007,540
3,1,1,77.9,6,1026,3,1,128370,1000
2,1,1,65.94,11,540,0,2,79921,527
2,2,2,134.66,8,549,1,1,87628,1180
2,1,1,44.12,6,540,6,4,72529,320
3,1,1,118.67,6,591,3,2,113761,1350
2,1,1,61.76,12,637,3,7,92293,570
1,1,1,80.74,22,583,3,2,59946,484
2,2,1,92.51,6,704,0,2,63561,588
2,1,1,69.4,12,591,0,2,115130,799
2,2,2,130.67,16,375,2,5,118619,1550
1,1,1,51.4,31,400,33,4,46693,240
2,1,1,56.9,6,1213,3,2,89631,510
2,2,1,112.72,9,751,1,1,47463,535
1,1,1,43.43,6,741,8,1,44209,192
2,1,1,64.3,16,345,5,2,111975,720
2,1,1,66.35,7,666,1,1,61794,410
2,2,2,140.34,26,1196,0,2,58430,820
1,1,1,48.14,6,,0,2,55671,268
1,1,1,47.22,11,929,0,2,64803,306
1,1,1,26.61,4,420,17,3,61631,164
1,1,1,70.59,25,763,6,4,59499,420
2,1,1,58.24,6,707,5,9,64904,378
2,1,1,55.5,6,381,3,2,81982,455
2,1,1,89.22,19,693,3,2,50998,455
2,1,1,65.72,6,728,4,2,65277,429
2,1,1,62.11,6,1053,5,3,49911,310
2,2,1,111.35,24,630,2,2,79928,890
2,2,1,100.78,32,680,1,1,50605,510
2,2,2,72.69,28,632,0,1,87770,638
1,1,1,40.89,25,304,20,6,72389,296
3,1,1,107.6,19,1091,1,1,97584,1050
2,1,1,73.91,6,,1,1,48031,355
1,1,1,40.09,10,1445,6,1,71090,285
3,1,2,116.94,6,,1,1,47033,550
2,2,2,139.14,15,,0,1,71008,988
2,1,1,75.6,19,1437,0,3,80688,610
2,2,2,144.76,34,761,3,7,64244,930
1,0,1,61.64,19,223,0,4,54348,335
3,1,2,125.82,28,482,0,1,63583,800
1,1,1,51.99,20,719,0,1,146182,760
3,2,2,124.39,6,532,1,1,34971,435
2,1,1,49.12,5,1207,1,1,127850,628
2,1,1,68.7,5,264,1,4,87045,598
2,2,1,91.25,14,983,0,1,51288,468
1,1,1,69.69,15,1099,3,1,68733,479
1,1,1,56.24,27,1141,0,1,69346,390
3,2,2,178.45,25,230,0,2,57719,1030
2,1,1,76.25,22,879,1,3,62820,479
2,1,1,45.24,6,714,11,1,75155,340
2,1,1,76.38,16,751,2,2,110631,845
1,1,1,46.22,6,248,6,1,61662,285
1,1,1,64.31,30,1098,0,1,62199,400
1,1,1,38.2,15,871,5,1,79843,305
2,1,1,58.2,6,811,3,8,88488,515
3,2,1,89.88,17,,3,3,37272,335
3,1,1,95.24,14,489,11,2,78223,745
2,1,1,71.23,6,978,1,2,65983,470
2,1,1,56.4,5,1317,0,1,102837,580
2,1,1,83.24,22,510,1,3,45651,380
1,1,1,63.9,12,684,3,1,79969,511
2,1,1,54.19,6,562,6,3,98727,535
3,2,2,132.87,18,796,0,2,102356,1360
2,1,1,57.41,6,1262,3,2,86919,499
3,2,2,137.97,9,553,0,3,88425,1220
2,2,1,107.59,19,718,2,7,76215,820
3,1,1,57.77,5,302,4,1,103860,600
1,1,1,21.93,20,530,1,1,148199,325
2,1,1,54.14,6,386,11,1,84965,460
2,1,1,110.4,6,,3,1,84239,930
2,2,2,102.57,6,,7,8,27298,280
3,1,1,70.13,6,457,5,3,97676,685
3,1,1,107.78,6,1303,0,2,41752,450
1,1,1,55.45,30,684,2,4,63120,350
2,2,1,88.99,36,198,0,1,57310,510
2,1,1,61.5,6,610,4,2,122927,756
3,2,2,151.68,11,376,1,1,82410,1250
2,1,1,61.8,9,610,12,5,126214,780
2,1,1,52.27,6,436,4,4,97570,510
1,1,1,53.18,23,986,11,2,50771,270
1,1,1,70.72,21,830,9,1,45249,320
2,1,1,84.46,12,220,4,1,74592,630
2,1,1,65.36,6,652,3,2,69614,455
2,1,1,62.47,16,1051,3,2,72035,450
3,1,1,65.05,12,937,8,3,76556,498
3,1,1,72.54,18,453,4,2,55004,399
2,1,1,67.77,6,462,11,8,120997,820
2,1,1,55.4,18,124,1,2,142238,788
3,2,2,115.01,9,1052,2,5,58256,670
2,1,1,67.37,22,1057,2,1,78670,530
2,1,1,60.6,6,153,2,2,70957,430
2,1,1,85.57,24,1068,2,3,73624,630
2,1,1,57.68,6,520,11,6,81484,470
3,1,1,88.18,15,1060,6,4,45929,405
3,2,2,123.82,8,,3,4,61379,760
1,1,1,41.15,6,586,9,1,83840,345
2,1,1,91.75,22,425,0,2,92643,850
1,1,1,57.83,13,913,1,1,65018,376
1,1,1,66.4,25,816,4,6,57530,382
4,2,3,297.57,32,761,2,4,60490,1800
2,1,1,69.78,16,635,2,6,60189,420
3,2,2,147.18,31,289,7,2,49599,730
1,1,1,47.51,16,563,20,3,68407,325
3,2,2,144.08,7,583,3,1,114520,1650
2,1,1,99.6,27,881,2,2,55221,550
2,1,1,67.43,17,1068,6,1,56355,380
2,1,1,57.97,6,706,2,1,103502,600
2,1,1,91.45,24,835,0,5,94040,860
2,1,1,91.79,7,633,0,1,81708,750
1,1,1,66.47,18,225,0,8,54912,365
2,1,1,92.51,6,704,1,2,65723,608
1,1,1,47.99,7,666,3,1,64597,310
3,1,1,78.8,18,712,6,3,64086,505
3,1,1,84.7,14,460,4,4,116883,990
3,2,3,181.56,3,863,0,1,49460,898
2,1,1,69.27,21,834,1,6,98167,680
2,1,1,91.44,8,1395,4,3,70210,642
2,2,1,84.47,29,298,3,2,42027,355
4,2,2,190.11,28,706,2,5,62069,1180
2,1,1,80.94,20,787,5,8,43242,350
1,1,1,35.79,5,690,10,1,106175,380
1,1,1,48.45,4,,2,2,59443,288
2,1,1,50.8,6,426,7,1,67913,345
2,1,1,71.4,24,472,5,7,79692,569
2,2,1,74.81,12,461,2,3,50795,380
3,2,2,128.03,24,839,6,3,92166,1180
2,1,1,76.9,10,1145,6,6,62419,480
2,1,1,88.69,30,1074,1,1,58631,520
4,2,2,174.03,6,688,3,3,94811,1650
2,1,1,66.07,13,58,6,3,66596,440
2,1,1,55.07,7,,18,2,21790,120
2,1,1,57.64,6,90,6,4,91950,530
1,1,1,67.22,25,675,4,1,60994,410
2,1,1,84.43,12,652,4,4,62537,528
3,1,1,74.79,6,644,4,4,80225,600
1,1,1,58.69,26,913,1,2,65088,382
5,2,3,182.53,6,1159,0,1,33145,605
2,2,1,102.06,12,438,1,2,53400,545
2,2,2,110.67,27,516,0,1,62348,690
2,1,1,56.29,14,370,9,1,68396,385
2,1,1,50.1,5,470,15,3,73852,370
2,1,1,90.66,6,,6,5,46327,420
3,2,2,147.75,18,796,0,4,98139,1450
2,1,1,57.6,6,1495,5,1,69097,398
3,2,2,135.89,12,265,9,3,79476,1080
2,2,1,102.36,28,571,6,4,56663,580
2,1,1,82.9,6,769,6,3,80579,668
2,2,1,88.07,6,,3,5,51663,455
2,1,1,76.43,22,762,2,4,88970,680
2,2,2,122.76,26,701,3,4,123656,1518
3,1,1,56.4,6,467,4,3,97518,550
3,2,2,131.11,30,1047,2,1,77797,1020
3,1,1,78.79,6,129,5,2,63206,498
2,1,1,75.19,22,1437,5,4,80862,608
3,1,1,86.9,16,162,8,2,64442,560
2,1,1,65.42,18,560,12,2,53195,348
2,1,1,85.7,6,265,1,2,56709,486
3,1,1,84.4,6,591,3,4,122630,1035
2,1,1,42.31,10,25,5,7,118175,500
3,2,2,141.48,24,646,1,6,77750,1100
2,1,1,60.11,7,339,4,4,74863,450
4,3,3,272.37,4,873,2,6,54338,1480
4,2,2,96.37,30,298,1,1,49289,475
2,1,1,94.7,23,760,17,4,79197,750
2,1,1,65.53,4,330,0,3,73249,480
2,1,1,73.28,20,899,3,1,48444,355
2,1,1,56.3,6,362,8,1,104440,588
3,2,2,121.86,16,438,1,1,49237,600
1,1,1,41.69,6,693,17,5,67162,280
3,1,1,76.74,18,306,5,0,69716,535
2,1,1,74.32,14,857,9,2,107374,798
1,1,1,61.86,6,834,3,1,52538,325
2,1,1,57.37,6,714,16,1,65365,375
3,2,2,91,18,653,4,2,95385,868
3,1,1,71.3,6,446,10,3,113604,810
3,1,2,136.03,9,943,6,2,62119,845
2,1,1,96.83,20,796,2,5,95012,920
3,2,2,117.46,24,1062,2,1,70662,830
5,3,3,286.01,6,528,0,1,122373,3500
2,1,1,79.9,23,830,2,2,53817,430
2,1,1,57.56,5,211,4,5,74705,430
3,2,1,118.21,9,684,2,4,79519,940
1,1,1,48.5,9,367,18,1,80000,388
2,2,1,89.99,22,,13,6,31115,280
3,1,1,87,14,767,6,3,50575,440
2,2,2,91.35,25,705,4,1,54516,498
2,1,1,64.5,6,419,7,4,73643,475
2,1,1,58.49,6,914,8,1,70097,410
3,1,1,99,14,708,8,2,88889,880
3,1,1,77.71,6,146,3,4,96513,750
2,2,2,127.69,24,640,2,2,74399,950
2,2,1,102.9,6,1027,0,3,92809,955
3,2,1,118.67,6,591,33,4,117806,1398
2,1,1,85.37,12,645,6,0,64425,550
2,1,1,59.59,9,1281,4,0,62930,375
3,2,2,124.05,6,932,0,0,35711,443
4,2,2,181.44,7,1107,1,0,109954,1995
1,1,1,41.8,7,934,3,1,100478,420
3,2,2,135.36,26,693,0,0,76093,1030
1,1,1,55.33,12,514,0,0,79523,440
3,1,1,73.58,6,434,2,0,89698,660
2,1,1,109.44,28,421,1,0,53911,590
1,1,1,64.44,27,1228,1,0,70608,455
2,1,2,97,8,1370,1,0,40206,390
2,1,1,105.37,12,1031,0,0,37772,398
3,1,1,108.08,22,575,2,0,87713,948
2,1,1,54.84,6,842,2,0,54705,300
2,1,2,90.16,22,513,1,1,53793,485
3,2,2,119.89,6,1186,0,0,42956,515
2,1,1,53.08,6,693,6,0,63677,338
2,1,1,87.94,23,448,1,0,45258,398
3,1,1,111.99,16,501,1,0,63845,715
1,1,1,42,15,302,6,0,85476,359
2,1,1,102.5,8,1000,4,1,49756,510
2,1,1,57.97,6,1373,1,0,67104,389
1,1,1,29.71,30,457,8,0,79098,235
2,1,1,90.09,18,559,0,0,113220,1020
1,1,1,46.05,27,1345,0,0,53855,248
2,2,2,109.4,5,1387,0,0,67459,738
3,1,1,88.91,16,,6,0,38016,338
3,2,2,125.15,6,632,1,0,102277,1280
3,2,1,125.75,6,1077,3,0,35785,450
2,1,1,86.93,16,,3,0,35661,310
2,1,1,88.49,14,882,0,0,81252,719
3,2,1,106.51,6,378,0,0,32861,350
2,2,1,93.42,6,692,0,0,46029,430
1,1,1,61.48,22,,2,0,43103,265
3,2,2,143.62,20,,2,0,48392,695
1,1,1,79.9,23,613,0,0,80726,645
2,1,1,89.58,18,,0,0,55816,500
2,2,1,103.37,6,,7,0,38696,400
3,2,2,163.11,21,693,1,0,77248,1260
3,3,3,306.04,15,,3,0,57182,1750
1,1,1,47.99,6,604,14,0,58345,280
2,1,1,69.37,10,1011,4,0,55499,385
2,1,1,72.14,6,,11,0,38120,275
3,1,1,88.4,6,331,1,0,39593,350
2,2,2,95.34,10,401,3,0,64926,619
1,1,1,67.21,6,456,2,0,39429,265
2,1,1,60.11,30,457,3,0,69872,420
1,1,1,57.32,6,793,0,0,68911,395
3,2,2,138.06,18,566,1,0,57584,795
1,1,1,50.99,6,604,15,0,56874,290
3,1,1,81.82,6,1227,5,0,48888,400
3,2,2,126.29,19,452,0,0,47510,600
2,1,1,89.89,18,,1,0,47058,423
2,2,1,110.89,18,829,1,0,54108,600
1,1,1,47.52,14,679,5,0,58923,280
3,1,1,106.68,6,,2,0,34496,368
2,1,1,49.65,6,456,3,0,49345,245
2,2,2,123.53,19,745,2,0,93095,1150
2,1,1,101.08,11,741,3,0,74199,750
1,1,1,53.08,18,693,7,0,58779,312
2,1,1,90.09,6,1312,2,0,59940,540
2,1,2,121.2,7,,1,0,30941,375
3,1,1,93.25,27,487,6,0,99732,930
4,2,2,178.03,22,1367,2,0,39319,700
2,1,1,64.94,6,676,2,1,64059,416
1,1,1,80.3,10,335,1,0,70735,568
2,1,1,74.38,9,694,11,0,58752,437
2,1,1,73.94,6,456,2,0,39221,290
2,1,1,56.66,6,240,11,0,75009,425
3,2,2,139.78,16,1058,0,0,59951,838
2,2,1,105.56,16,988,3,0,123153,1300
2,2,1,81.44,6,1227,19,0,46046,375
2,1,1,79.89,6,581,14,0,49443,395
2,1,1,74.28,6,777,42,0,36349,270
3,1,1,79.47,16,791,4,1,82421,655
2,1,1,71.81,6,1015,10,0,41498,298
3,2,2,167.29,6,675,3,0,82491,1380
2,1,1,89.59,18,1362,0,0,54136,485
3,2,2,128.62,18,462,3,0,63754,820
2,1,1,64.1,5,750,8,0,88924,570
1,1,1,57.22,6,637,4,0,54177,310
3,1,1,81.9,18,908,1,0,101954,835
3,2,2,118.82,12,376,2,0,111092,1320
2,2,1,100.34,19,164,1,0,44848,450
3,2,2,137.68,25,675,0,0,53021,730
2,1,1,84.88,6,637,5,0,45947,390
2,1,1,64.74,6,875,7,0,76923,498
2,1,1,70.81,6,768,3,0,108459,768
4,2,2,125.92,12,993,0,0,93710,1180
3,1,1,56,6,228,31,0,62500,350
3,2,2,165.66,6,971,0,0,31390,520
2,1,1,59.31,6,512,14,0,61541,365
3,1,1,97.74,18,426,116,0,73665,720
2,2,2,109.03,5,,1,0,30725,335
2,1,1,105.81,6,642,5,0,83924,888
2,2,1,116.15,6,880,0,0,93414,1085
