卡洛斯·沙尔丹哈,安妮·海瑟薇,2014-04-11,101,喜剧 ,7.6,86536,里约大冒险2
肯尼思·布拉纳,肯尼思·布拉纳,2017-11-10,114,剧情 ,6.9,177952,东方快车谋杀案
亚历克斯·普罗亚斯,尼古拉·科斯特-瓦尔道,2016-03-11,127,动作 ,6.5,33918,神战：权力之眼
蒂姆·波顿,米娅·华希科沃斯卡,2010-03-26,,奇幻 ,7.1,241501,爱丽丝梦游仙境
罗恩·克莱蒙兹 ,奥丽伊·卡瓦洛,2016-11-25,107,动画 ,7.5,86086,海洋奇缘
乔纳森·里贝斯曼,艾伦·艾克哈特,2011-03-18,116,动作 ,6.0,87622,洛杉矶之战
弗朗西斯·劳伦斯,詹妮弗·劳伦斯,2015-02-08,123,动作 ,5.9,100756,饥饿游戏3：嘲笑鸟(上)
雷德利·斯科特,劳米·拉佩斯,2012-09-02,124,科幻 ,7.3,216184,普罗米修斯
格恩迪·塔塔科夫斯基,亚当·桑德勒,2018-08-17,98,喜剧 ,6.7,50475,精灵旅社3：疯狂假期
约翰·卡拉辛斯基,艾米莉·布朗特,2018-05-18,90,惊悚 ,6.3,157552,寂静之地
西尔维斯特·史泰龙,西尔维斯特·史泰龙,2010-08-20,103,动作 ,6.7,131172,敢死队
加斯·詹宁斯 ,马修·麦康纳,2017-02-17,108,喜剧 ,8.1,151159,欢乐好声音
沙恩·布莱克,波伊德·霍布鲁克,2018-10-26,107,动作 ,5.0,22663,铁血战士
M·奈特·沙马兰,威尔·史密斯,2013-07-12,100,动作 ,5.5,52858,重返地球
托尼·吉尔罗伊,杰瑞米·雷纳,2012-10-25,135,动作 ,6.7,103333,谍影重重4
康拉德·弗农 ,本·斯蒂勒,2012-06-08,93,喜剧 ,8.2,126136,马达加斯加3
约翰·摩尔,布鲁斯·威利斯,2013-03-14,98,动作 ,6.2,47419,虎胆龙威5
丹·斯坎隆,比利·克里斯托,2013-08-23,104,喜剧 ,8.1,215098,怪兽大学
鲁伯特·桑德斯,斯嘉丽·约翰逊,2017-04-07,107,动作 ,6.4,127273,攻壳机动队
