林诣彬,201
道格·里曼,0
鲍德熹 ,181
迪恩·德布洛斯,0
迈克尔·贝,102
大卫·叶茨,0
柯克·德·米科 ,0
戴夫·格林,0
陈凯歌,5284
克里斯·雷纳德 ,0
詹姆斯·博宾,0
扎克·施奈德,122
布拉德·佩顿,0
乔纳森·里贝斯曼,0
萨姆·门德斯,0
J·J·艾布拉姆斯,0
布拉德·伯德,0
阿兰·泰勒,0
亚利桑德罗·冈萨雷斯·伊纳里图,0
大卫·叶茨,0
史蒂文·斯皮尔伯格,210
巴巴克·纳加非,0
丹尼斯·甘塞尔,0
西蒙·韦斯特,0
克里斯托弗·诺兰,254
朱浩伟,163
克里斯托弗·诺兰,254
皮埃尔·柯芬 ,0
蒂姆·肯德尔,0
肖恩·利维,0
韦斯·鲍尔,0
何塞·帕迪里亚,0
莫滕·泰杜姆,0
彼得·杰克逊,165
马克·韦布,0
彼得·博格,0
大卫·叶茨,0
雷德利·斯科特,168
罗伯特·斯特罗姆伯格,0
莉莉·沃卓斯基 ,0
克里斯·巴克 ,0
莱恩·约翰逊,0
安德鲁·斯坦顿,0
安德鲁·斯坦顿 ,0
米凯尔·哈弗斯特罗姆,0
埃里克·达尼尔 ,0
袁和平,942
拉加·高斯内尔,0
詹姆斯·曼高德,0
埃里克松·科尔,0
林诣彬,201
卡洛斯·沙尔丹哈,0
肯尼思·布拉纳,0
达米恩·查泽雷,122
亚历克斯·普罗亚斯,0
乔纳森·里贝斯曼,0
弗朗西斯·劳伦斯,0
罗恩·克莱蒙兹 ,0
蒂姆·波顿,123
约翰·卡拉辛斯基,0
格恩迪·塔塔科夫斯基,0
雷德利·斯科特,168
加斯·詹宁斯 ,0
西尔维斯特·史泰龙,483
M·奈特·沙马兰,0
托尼·吉尔罗伊,0
沙恩·布莱克,150
康拉德·弗农 ,0
约翰·摩尔,0
丹·斯坎隆,0
韦斯·鲍尔,0
斯蒂芬·卓博斯基,0
鲁伯特·瓦耶特,0
盖·里奇,0
布瑞克·埃斯纳尔,0
鲁伯特·桑德斯,5
盖瑞·罗斯,0
罗兰·艾默里奇,70
凯利·阿斯博瑞,0
乔恩·费儒,211
蒂姆·约翰逊,0
谢尔盖·波德罗夫,0
卡洛斯·沙尔丹哈,0
弗朗西斯·劳伦斯,0
路易斯·莱特里尔,10
威尔·古勒,0
汤姆·提克威 ,44
李安,11582
肯尼思·布拉纳,0
乔纳森·里贝斯曼,0
贾斯汀·库泽尔 ,0
迈克·内威尔,0
尼尔·布洛姆坎普,99
吕寅荣 ,0
大卫·叶茨,0
约瑟夫·科辛斯基,0
弗朗西斯·劳伦斯,0
韦斯·鲍尔,0
罗伯·明可夫,0
卡洛斯·沙尔丹哈 ,0
史蒂文·斯皮尔伯格,210
卡洛斯·沙尔丹哈,0
路易斯·莱特里尔,10
加文·胡德,0
帕特里克·休斯,0
米歇尔·贡德里,0
拉加·高斯内尔,0
布莱恩·菲,0
