林德禄 ,古天乐,2016-09-14,95,剧情 ,5.4,32844,反贪风暴2
梁乐民 ,张学友,2015-04-30,119,剧情 ,6.0,76442,赤道
麦兆辉 ,古天乐,2011-08-18,117,剧情 ,7.5,171757,窃听风云2
黄真真,薛凯琪,2018-03-02,109,喜剧 ,2.6,14900,闺蜜
陈国富 ,周迅,2009-09-29,118,剧情 ,8.1,310981,风声
肖央,肖央,2014-07-10,114,剧情 ,5.7,104287,老男孩之猛龙过江
陈嘉上 ,甄子丹,2008-09-26,103,剧情 ,6.6,281107,画皮
尹鸿承,杨幂,2017-06-29,106,动作 ,4.8,47799,逆时营救
蔡岳勋,赵又廷,2014-10-01,126,剧情 ,5.5,38966,痞子英雄2：黎明升起
小沈阳,小沈阳,2018-06-15,99,喜剧 ,3.7,27355,猛虫过江
赵薇,杨子姗,2013-04-26,132,剧情 ,6.6,366601,致我们终将逝去的青春
卫铁,,2018-03-02,90,纪录片,,,厉害了，我的国
韩三平 ,刘烨,2011-06-15,124,剧情 ,,,建党伟业
刘伟强,刘烨,2017-07-27,133,剧情 ,,,建军大业
韩三平 ,唐国强,2009-09-16,138,剧情 ,,,建国大业
